@relation tweet_sentiment
@attribute 'Sentiment' {positive,negative}
@attribute 'tweet' string
@data
negative,'united Thanks for remembering to load my bag onto my connecting flight Oh wait you forgot Iceland should be fun with no clothes'
positive,'united Thank you for the cheese platter and abundance of entertainment options Time just flew by'
negative,'united customer service is atrocious You have disrupted my travel plans you have lost my luggage and it is impossible to TALK TO A HUMAN'
negative,'united it was UA flight 1001 Now Im currently stuck in Portland because I missed my ride because of the 3 hour delay GetMartyHome'
negative,'united has not responded to my various requests for contact numbers does anyone know the UK customer service number for UnitedAirlines'
negative,'united Could you update me on the suitcase please The online and phone tracking told me nothing I was told Id have it back yesterday'
positive,'united thank you Been trying for two days to set this up'
negative,'united just 1 last thing U guys shouldnt be charging  for drinks on a transatlantic flight'
negative,'united LHR arrival lounge fail Waited 20 mins for shower then left to find hotel U know how many passengers u carry Planning'
negative,'united completed form but doubt its any use UA doesnt care 6 day vacation will now be 5 Sure UA wont feel responsibility for that'
positive,'united Definitely a compliment I really thought my bag was lost after it was sent on to another airport In the end I am a happy customer'
positive,'united thanx so much You followed through and emailed me a 1000 ticket voucher unitedairlines they do care'
positive,'united this will definitely be a trip to remember EWRSTI second of the season first on seat 35A because it pays to be loyal'
negative,'united nope they told us it was time for them to go home and to sleep at the airport Even though they assured us we would get a room'
negative,'united back for the expensive holiday he worked all year to pay for that you RUINED We want compensation amp'
negative,'united Its still a valid flight Just seems strange to delay for Late Flight inbound crew  7 hours from now when the plane is already here'
negative,'united Thanks for the lack of help and the canned response from the 1K desk'
negative,'united   Its too bad UA has had another unforeseeable operational issue on my return flight'
negative,'united if I pay you 25 and 35 for my luggage to be delivered when I arrive Why should I have to wait 3 additional days for its delivery'
negative,'united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we cant leave FAIL'
positive,'united you are one great airline love'
negative,'united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs What is your logic And WHY Am I writing to a Machine Human HELP required'
negative,'united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight Getting runaround for 3 hrs Each employee blaming  previous 1'
positive,'united MelanieSpring Well see what we can do KN We are running Most of this plane is running Thanks for the help'
negative,'united yes but still now answers Many have not had their luggage for 3 days Unacceptable'
negative,'united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing'
negative,'united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything fail'
negative,'united on 4124 arriving two hours Late Flight into CLT Now sitting on the tarmac while they move a plane from the gate Unhappy customer'
negative,'united airlines is the absolute worst They have no idea what they are doing neveragain UnitedAirlines'
negative,'united Thanks'
positive,'united we just flew with United from AUS Austin Bergstrom to Cancun Intl Best flight ever The 737s are not too big Not too small'
negative,'united its frustrating as a frequent flyer loyal since Continental Upgrade equals paying 3 times or more on top of purchase ticket'
negative,'united at its worse Cant figure how to pack plane screws up connectns then claims no hotl rooms in San Fran for stranded pax Way to go'
negative,'united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night  hou airport Wtf httptcoZfqMpGXVS6'
negative,'Hey united why does the flight from IAH to POS leave so Late Flight and the one back to IAH so early I rather get to POS earlier'
negative,'united Lost bag process is broken Agent promised theyd call amp'
negative,'united the people at the counter have been very helpful As you can see nobody is there Flight to Austin 1055 and still sitting here'
negative,'united good to know you will open the closed doors for premier passengers after safety briefings on delayed flights annoyed'
negative,'united yea get me to phoenix already Delays all day with you people Its bullshit'
negative,'united If its any consolation your staff was stellar Just not the hour delays I encountered with every one of my 4 flights'
positive,'united flight ua3576 gate b1 And tell ray I somehow made it on to the 736 flight out of IAH and didnt have to wait for the 917 one '
negative,'united thats unfortunate The Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture'
positive,'united But thanks for asking'
negative,'united Lost bags Cancelled Flightled flights Delhi call centers Poor United staff spread thin and stressed You name it'
negative,'united Yes Doesnt make that mistake any less absurd Doesnt change the fact that Im very inconveniently missing my luggage tonight'
negative,'united Im constantly having challenges with upgrades amp'
negative,'united In ORD waited 20 min after crew members left before gate items came Flight attendant sarcastically said good luck and walked away'
positive,'united you too'
positive,'united is my favorite airline'
negative,'united agent split up my reservation Now cant Cancelled Flight and refund credit for 2wks Why'
negative,'united why would they make me share a room'
negative,'united tried calling too but w25 min phn wait means wed miss options anyway'
negative,'united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego Pretty please'
negative,'united were still waiting to find out your rep is working hard  most upset about having to wait to tomorrow pm to get to mammoth'
negative,'united for an early flt I think a call is appropriate Yes reviewed and nada avail until next day Expect full refund'
negative,'united again I ask who can I call to get this fixed Tweeting me BS questions to stall only makes things worse Phone number please'
negative,'united Yo yo yo stuck on the tarmac for over 2 hours at fly2ohare  Going to miss my ride at flypdx help please HelpImStuck United'
negative,'united its highly unprofessional for you to overbook a flight by 12 seats amp'
negative,'united well considering every agent before claimed they were unable to help with everything else why waste more time to hear call corp'
negative,'united Ice which I totally understand But when a large number of us are facing 15 hours of time and overnight Cancelled Flightations it seems like'
